Url,Incorrect,Correct,Suggestion,Label
3-ways-to-double-up-when-converting-passive-constructions-to-active-ones.html," These have been in place for about ten years, with compliance actively monitored through annual assessments undertaken by a qualified assessor."," “These have been in place for about ten years, and compliance is actively monitored through annual assessments undertaken by a qualified assessor.” Better yet, in addition to employing the first half of this easy fix, fortify the second clause by making the actor, rather than the action, the subject: “These have been in place for about ten years, and a qualified assessor actively monitors compliance through annual assessments.”",Using  and insert a form of the verb “to be”,
5-adjective-stacks-and-how-to-level-them.html, “The lack of a secure transfer may hamper computer security incident response efforts.”," The formula for a solution is “The lack of a secure transfer may hamper efforts to respond to computer-security incidents, but “efforts to respond” is a case of a  will do: “The lack of a secure transfer may hamper responses to computer-security incidents.”",The phrase “computer security incident response efforts” is just too complex,
5-adjective-stacks-and-how-to-level-them.html, “The company has vast experience providing information-systems security-program management support.”3. “The Hong Kong artist revolutionized the Asian toy collectors’ market.”, “The Hong Kong artist revolutionized the collectors’ market for Asian toys.”,"It’s unclear whether the market in question is for collectors of Asian toys or toy collectors who are Asian. Assuming that the former option is correct, when you relocate  with it, then retain the adjective-noun pairing “Asian toys”",
5-adjective-stacks-and-how-to-level-them.html, “They met on behalf of the proposed redwood national park idea.”, Try simplifying it to “They met to discuss creating a national park in the redwoods.”,"A revision of this sentence involves transforming the adjective . However, while the new version — “They met on behalf of the proposal to create a national park in the redwoods” — is clearer than the original, it’s too wordy",
5-adjective-stacks-and-how-to-level-them.html, “Seventy-five-year-old US Supreme Court chief justice William Rehnquist was appointed by Ronald Reagan.”," “Seventy-five-year-old William Rehnquist, chief justice of the Supreme Court, was appointed by Ronald Reagan.”","This style of adjective stacking, in which readers wade through a phalanx of descriptive terms to get to a person’s name, is more common in journalism than in other forms of writing, but no matter where it appears, it’s ripe for relaxation. Sometimes it’s appropriate to split the stack",
5-answers-to-questions-about-direct-address.html," I want to tell athletes at my school, where the mascot is a wildcat, to be proud of their team’s accomplishment. Should I write, “Be proud Wildcats” or “Be proud, Wildcats”? I see things like this written all the time without a comma, but something tells me I should include one."," Direct address shows up a lot in informal, conversational (and frequently careless) writing such as email messages and written notes, but in published form, a comma generally (and correctly) separates the term of address from the statement.","You’re right. Both exhortations are correct, but if you write, “Be proud Wildcats,” you’re telling your readers to be proud Wildcats. “Be proud, Wildcats” is addressed directly to the athletes; you’re telling the Wildcats to be proud. It’s a subtle difference, but the version with the comma conveys the meaning you want.Also, when pondering whether to write something the way you see it all the time, consider the source",
5-answers-to-questions-about-direct-address.html," One issue that comes up in my email communication is the situation in which I am addressing a known group of families, ladies, parents, or students. If I begin my email with “Hello, Ladies,” should “Ladies” be capitalized?"," You’re asking, “Can I go see a movie, Mom?” just as you would ask, “Can I go see a movie, Jane?”",According to  and related words when the term is a form of direct address substituting for a name,
5-answers-to-questions-about-direct-address.html," Why is the word not capitalized in your example “Please, miss, can you tell me the time?”"," “Your Majesty, His Imperial Highness summons the prince to the Command Council’s tent.”","The capitalization system for addressing people by a term other than a name is confusing. The first letters of words for job and familial titles are capitalized, but titles of respect like . Both “your majesty” and “his imperial highness” are used as titles; thus, all those words should be initially capitalized",
5-assorted-usage-errors.html, Here’s a list of several webinars that we have hosted that we think you may be interested in., “Here’s a list of several webinars we have hosted that we think you may be interested in” (or “Here’s a list of several webinars we have hosted we think you may be interested in”).,"The conjunction  is often optional in a sentence, but when it appears twice in a sentence, omit at least one expendable instance",
5-assorted-usage-errors.html, Smith snapped back in a rare display of emotion during an otherwise unflappable matter-a-fact testimony., “Smith snapped back in a rare display of emotion during an otherwise unflappable matter-of-fact testimony.”,"Venerable idiomatic phrases a writer may have heard spoken but not seen written out may be misheard or misremembered and subsequently erroneously recorded, so always double-check the exact wording of such phrases",
5-assorted-usage-errors.html, Jones’s teammates stressed how little he stresses in the postseason., “Jones’s teammates emphasized how little he stresses in the postseason.”, are used in the same sentence,
5-assorted-usage-errors.html," He’ll make his first scheduled public remarks at the state convention, where he is expected to address his future plans."," “He’ll make his first scheduled public remarks at the state convention, where he is expected to address his plans.” Always scan your writing to delete such extraneous wording. (See  for more examples.)","Plans are, at least in the context of this sentence, something pertaining to the future, so  is redundant here",
5-assorted-usage-errors.html," Depressed labor markets incent people to monetize their possessions, time, and talents in whatever ways they can."," “Depressed labor markets incentivize [ “motivate”] people to monetize their possessions, time, and talents in whatever ways they can.”","This sentence is a matter of aesthetic consideration rather than error, but avoid using neologisms when perfectly adequate (and often superior) antecedents exist",
5-awkward-sentences.html, The past month has seen two major developments., “Two major developments have occurred during the past month.”,Avoid bestowing the gift of sight on inanimate objects or on concepts such as duration of time,
5-awkward-sentences.html, The question becomes why has everyone been unable to solve this puzzle.," “The question becomes, ‘Why has everyone been unable to solve this puzzle?’” Alternatively, reword the sentence so that a direct query is not stated: “The question then becomes one of why everyone has been unable to solve this puzzle.”",Treat the question in a sentence constructed this way as if it were spoken,
5-awkward-sentences.html, We would welcome your opinions and feedback on the results of this research., “We welcome your opinions and feedback on the results of this research.”,"Inserting  in an entreaty that expresses what in marketing-speak is known as a call to action, an invitation to the reader to do something in response to a message, is an unnecessary and unproductive (and ingratiating) attempt to sound courteous. Instead of stating, literally, that welcoming opinions and feedback is potential but not actual, make the statement more emphatic by omitting the qualifying word",
5-awkward-sentences.html, Additional processes for incident handing and breach reporting may be required to meet these requirements., “Additional processes for incident handing and breach reporting may be required in order to meet these requirements.”,"Does this sentence mean that that the specified additional processes must conform to previously mentioned requirements, or that the processes may be mandated so that previously mentioned requirements are met? Normally, the phrase “in order to,” preceding a verb, can safely be omitted from a sentence. However, in this case, its inclusion will aid in comprehension",
5-awkward-sentences.html, Those pressure tests and related assessments will clarify how prepared the organization is to make the actual transition.," “Those pressure tests and related assessments will clarify how well prepared the organization is to make the actual transition.” (Otherwise, a miscue might occur—the reader might assume that a noun has been omitted before the verb : “. . . how [the (blank)] prepared . . . .”)",Because the reader cannot immediately tell which part of speech  before it will send a clear signal,
5-cases-of-a-missing-hyphen.html, Two and a half months elapse between when the president elect is declared the winner of the election and when he or she takes office.," “Two and a half months elapse between when the president-elect is declared the winner of the election and when he or she takes office.” (Phrases referring to mixed fractions, such as “two and a half,” are often erroneously hyphenated; hyphens are correct only when such a phrase, accompanied by a word referring to a unit of time or distance, collectively modify a noun, such as in “two-and-a-half-month period.”)","The noun phrase “president-elect,” based on French syntax (in which adjectives follow nouns), is hyphenated, which helps the reader identify  as an adjective rather than a verb", - a Missing Hyphen
5-cases-of-a-missing-hyphen.html, I’m just looking for some good tasting coffee., “I’m just looking for some good-tasting coffee.”,"As written, this sentence refers to a type of beverage known as tasting coffee and describes it as good. However, to express a sentiment about coffee that tastes good, hyphenate the phrasal adjective", - a Missing Hyphen
5-cases-of-a-missing-hyphen.html," Such documentation requires a decision-tree type approach, in which someone must decide each path to achieve an appropriate control structure.", “Such documentation requires a decision-tree-type approach in which someone must decide each path to achieve an appropriate control structure.”,The type of omission illustrated in the previous example can also occur in a phrasal adjective that consists of more than two words. The sentence refers not to a type approach of a decision-tree nature but to an approach of a decision-tree-type nature, - a Missing Hyphen
5-cases-of-a-missing-hyphen.html, It might be a destination you stumbled across on a must-see list on a travel blog or heard was a can’t miss landmark. , “It might be a destination you stumbled across on a must-see list on a travel blog or heard was a can’t-miss landmark.” (These phrases should be hyphenated when employed as nouns as well (as in “The Parthenon is a must-see for visitors to Greece”).,"The writer of this sentence inexplicably correctly hyphenated the phrase “must see,” which modifies , but overlooked the necessity of hyphenating the words “can’t miss,” which serve the same function in describing a kind of landmark", - a Missing Hyphen
5-cases-of-a-missing-hyphen.html, The study distinguishes between high and low-risk activities., “The study distinguishes between high- and low-risk activities.”,"This sentence refers not to high activities and low-risk activities but to high-risk and low-risk activities, but it does so elliptically, observing the convention that when a two phrasal adjectives in sequence share the same second word, the first can be omitted—but the hyphen must be retained so that the reader knows to supply the implied word", - a Missing Hyphen
5-cases-of-awkward-appositives.html," A dome-shaped structure made of ice or snow, or igloo, is a form of temporary shelter."," “An igloo, or dome-shaped structure made of ice or snow, is a form of temporary shelter.”","When a term is defined, the definition should follow the term—the focus of the sentence—rather than serve as an introduction to the concept followed by the term", - Awkward Appositives
5-cases-of-awkward-appositives.html, The first of two main strategies when building application security is the top-down or proactive approach.," “The first of two main strategies when building application security is the proactive, or top-down, approach.”","The strategy is not called “the top-down or proactive approach”; it is called “the top-down approach” or “the proactive approach.” To clarify that these names are alternatives to each other, rather than elements of a compound name, the second adjective should be treated as a parenthetical", - Awkward Appositives
5-cases-of-awkward-appositives.html, FBI Criminal Investigation Division Deputy Assistant Director John Smith discussed the report. ," “John Smith, deputy assistant director of the FBI’s Criminal Investigation Division, discussed the report.” ","Technically, this sentence begins with a job title—a cumbersome one, at that—rather than an appositive, which is similar in function but not in form. With some reconstruction of elements, the title is easily converted to an appositive, but note that when a title is treated this way, it is no longer capitalized (though the associated proper nouns are)", - Awkward Appositives
5-cases-of-awkward-appositives.html," The group, OurMine, took responsibility for the hacks after the tweets were deleted."," “The group OurMine took responsibility for the hacks after the tweets were deleted.” (If it had been previously mentioned, then group would be an appositive of “OurMine,” and the original sentence would be correct.)","Assuming that no previous reference has been made to the organization in question (whether identified by the word  or a synonym), its name is an essential component of the sentence and should not be set off as a discretionary parenthetical", - Awkward Appositives
5-cases-of-awkward-appositives.html," The outcome depends on the quality of the plans developed during the previous, inspection phase."," “The outcome depends on the quality of the plans developed during the previous phase, inspection.” (Or “The outcome depends on the quality of the plans developed during inspection, the previous phase.”)","Here, two aspects are being ascribed to the phase—it is previous to another phase, and it involves inspection. However, the two aspects are not equivalent, so they should not be treated as coordinate adjectives", - Awkward Appositives
5-cases-of-colliding-article-functions.html,  guru has seen four of his casinos go bankrupt., “The  has seen four of his casinos go bankrupt.”,"This sentence cannot appropriate the first word of the title of the television program to serve as the sentence’s opening article; therefore, the sentence lacks an article. To resolve this issue, use a workaround convention—insert an article for the sentence and elide the title’s article", - Colliding Article Functions
5-cases-of-colliding-article-functions.html,  star showed up in court in Los Angeles on Friday with a bruise on her face., “The  showed up in court in Los Angeles on Friday with a bruise on her face.”),Use the same solution here, - Colliding Article Functions
5-cases-of-colliding-article-functions.html, Smith is expected to shoot  remake., “Smith is expected to shoot the .”,"The same problem exists, and the same solutions apply, when the title appears elsewhere in the sentence", - Colliding Article Functions
5-cases-of-colliding-article-functions.html, Don’t miss the  marathon., “Don’t miss the .”,Titles beginning with the article ) should be treated the same way, - Colliding Article Functions
5-cases-of-colliding-article-functions.html," Berrigan credited Dorothy Day, founder of  newspaper, with introducing him to the pacifist movement and influencing his thinking about war."," “Berrigan credited Dorothy Day, founder of the —and it’s a burden to try to keep track of which publications follow which style.)",An article that begins the title of a periodical publication should never be italicized, - Colliding Article Functions
5-cases-of-dangling-modifiers.html," Despite being reluctant to start a film career, Alan Rickman’s initial foray into cinema found him nearly stealing  away from Bruce Willis and cementing his status as a master of memorable bad guys."," “Despite Alan Rickman’s reluctance about starting a film career, his initial foray into cinema found him nearly stealing  away from Bruce Willis and cementing his status as a master of memorable bad guys.”","This sentence suggests that Alan Rickman’s movie debut was reluctant to begin a career in film. The modifying phrase must refer specifically to the person, not to a reference to something about the person, to repair this illogical error; simply insert his name, change the adjective , and, in the subject of the sentence, change his name to a pronoun", - Dangling Modifiers
5-cases-of-dangling-modifiers.html," Stopped up on blocks, I can see the boat from keel to top deck."," “I can see the boat, stopped up on blocks, from keel to top deck.”","Writers (or their editors) can often fix dangling modifiers—here, the writer describes herself, not the boat, as being stopped up on blocks—by starting the sentence with a subject and inserting the modifier as a parenthetical in the middle of the sentence", - Dangling Modifiers
5-cases-of-dangling-modifiers.html," Undrafted in 1987, the team welcomed John Smith to the franchise."," “The team welcomed John Smith, undrafted in 1987, to the franchise.","John Smith, not the team, was undrafted in 1987, so, as with the previous example, exchange the modifying phrase and the subject to create a correct sentence", - Dangling Modifiers
5-cases-of-dangling-modifiers.html," Bottled at the source, natural pressure forces the water toward a sealed delivery system."," “The water, bottled at the source, is carried by natural pressure toward a sealed delivery system.”","Again, starting with the subject is usually the best approach to repairing a dangling modifier. The water, not natural pressure, is bottled at the source, as is obvious in this revision", - Dangling Modifiers
5-cases-of-dangling-modifiers.html," With a successful track record at a young age, Smith decided that Jones was the man for the job."," “With Jones’s successful track record at a young age, Smith decided that he was the man for the job.” Better yet, also provide the sentence with a stronger start to replace the weak : “Impressed by Jones’s successful track record at a young age, Smith decided that he was the man for the job.”","Who has the successful track record at a young age? The context may not be clear from this sentence presented in isolation, but Smith, the prospective employer, is impressed with job candidate Jones’s background, though the impressive track record could also pertain to Smith, so Jones’s name should be attached to the achievement to make it clear that this is what Smith finds appealing about Jones", - Dangling Modifiers
5-cases-of-erroneous-usage.html, Trustees—jail inmates selected for jobs like food preparation and garbage collection—were sneaking drugs in on food trays., “Trusties—jail inmates selected for jobs like food preparation and garbage collection—were sneaking drugs in on food trays.”,A trustee is a person or organization that manages money or property for someone else or a person who serves on a board. The appropriate term in this sentence is the plural of the noun , - Erroneous Usage
5-cases-of-erroneous-usage.html, Her tongue-and-cheek comment was inappropriate for the occasion., “Her tongue-in-cheek comment was inappropriate for the occasion.”,"A writer unfamiliar with the idiomatic phrase denoting irony, insincerity, or whimsy has mistaken one of the words in the phrase for another", - Erroneous Usage
5-cases-of-erroneous-usage.html, The galley on this sailboat looks as if it could be a kitchen in a home in a housing track., “The galley on this sailboat looks as if it could be a kitchen in a home in a housing tract.”,"Here, a writer has presumably misheard the term tract—referring in this context to a housing development, as —and is unaware of the distinction", - Erroneous Usage
5-cases-of-erroneous-usage.html," In this type of story, the hero undergoes a right of passage."," “In this type of story, the hero undergoes a rite of passage.”","This sentence refers to a ritual, not something one is entitled to", - Erroneous Usage
5-cases-of-erroneous-usage.html, Smith has a Masters of education and spent several decades as a schoolteacher.," “Smith has a master’s degree in education and spent several decades as a schoolteacher.” (Also, as shown in the revision, a word denoting a level of degree is not capitalized.)"," is what “belongs” to the master, it’s best to include the word and to use the pertinent preposition", - Erroneous Usage
5-cases-of-extraneous-hyphenation.html, The answer is to find a silver-bullet that will wean us from fossil fuels., “The answer is to find a silver bullet that will wean us from fossil fuels.”,"Hyphenated compound nouns used to be common, but most have become closed compounds. Some exceptions persist or have been coined relatively recently (), but “silver bullet,” meaning “a simple solution to a complicated problem,” is not one of them", - Extraneous Hyphenation
5-cases-of-extraneous-hyphenation.html, She found herself routinely all-but-ignoring such comments., “She found herself routinely all but ignoring such comments.”,"Here, , and the phrase needs no hyphenation", - Extraneous Hyphenation
5-cases-of-extraneous-hyphenation.html, The company reported a $10-million deficit.," “The company reported a $10 million deficit.” (However, when a number is spelled out and combined with  or a similar term, do hyphenate the phrasal adjective: “The company reported a ten-million-dollar deficit.”)",Hyphens are not necessary in a phrasal adjective consisting of a numeral and a term for an order of magnitude such as , - Extraneous Hyphenation
5-cases-of-extraneous-hyphenation.html," Hard work must be balanced with a feeling of fun, fellowship, and esprit-de-corps."," “Hard work must be balanced with a feeling of fun, fellowship, and esprit de corps.”",Native and adopted noun phrases (with rare exceptions such as ) do not require hyphens, - Extraneous Hyphenation
5-cases-of-extraneous-hyphenation.html, Roughly two-dozen students stood up at the meeting of the school board to protest the decision.," “Roughly two dozen students stood up at the meeting of the school board to protest the decision.” (However, when using a spelled-out number with .)",Do not link a spelled-out number with  to describe a multiple of twelve, - Extraneous Hyphenation
5-cases-of-insufficient-punctuation.html, It’s not a real pleasant experience to tell you the truth.," “It’s not a real pleasant experience, to tell you the truth.”","This sentence implies that the writer does not enjoy telling the truth to someone. However, the phrase “to tell the truth” is merely augmenting the main clause, “It’s not a real pleasant experience,” and so should be set off from that clause", - Insufficient Punctuation
5-cases-of-insufficient-punctuation.html, Believe me they have been working on this this for a long time.," “Believe me, they have been working on this for a long time.”",“Believe me” is an introductory phrase that should be set off from the main clause of the sentence, - Insufficient Punctuation
5-cases-of-insufficient-punctuation.html, The important thing is they know what to watch for.," “The important thing is, they know what to watch for.” Alternatively,  may be inserted in lieu of the comma: “The important thing is that they know what to watch for.”","“The important thing” is a dependent clause; like “believe me,” it must be distinguished from the content of the main clause", - Insufficient Punctuation
5-cases-of-insufficient-punctuation.html," To achieve cultural reform, Smith maintained that definitive actions to redesign incentive structures and establish clear accountability would be the most effective mechanisms."," “To achieve cultural reform, Smith maintained, definitive actions to redesign incentive structures and establish clear accountability would be the most effective mechanisms.”","The implication is that Smith came up with his opinion in order to achieve cultural reform. However, what the sentence means is that Smith declared that in order to achieve cultural reforms, the strategy embodied in his opinion should be pursued. To communicate this distinction, “Smith maintained” should be framed by commas to clarify that it is an attribution interjected in the main clause of the sentence", - Insufficient Punctuation
5-cases-of-insufficient-punctuation.html, The study determined that voter fraud was almost nonexistent. Another study by the Brennan Center for Justice at the New York University Law School found that many reports of people voting twice or ballots being cast on behalf of dead people were largely the result of clerical errors.," “The study determined that voter fraud was almost nonexistent. Another study, by the Brennan Center for Justice at the New York University Law School, found that many reports of people voting twice or ballots being cast on behalf of dead people were largely the result of clerical errors.”","The second sentence implies that a center at the law school released both studies in question. However, if the context makes clear that the second study was conducted at a different location, the description of that location must be treated parenthetically", - Insufficient Punctuation
5-cases-of-unnecessary-hyphenation.html, Data is accurate and often delivered in real-time.," “Data is accurate and often delivered in real time.” (However, do hyphenate such a compound that functions as a phrasal adjective before a noun, as in “This tool provides valuable real-time insight into the process.” Exceptions include standing open compound nouns that are listed in the dictionary, such as “income tax”: “This rule does not apply to income tax returns.”)","“Real time” is a compound noun, and such nouns are almost invariably open or closed; hyphenated exceptions such as  are rare. If a compound noun does not appear in the dictionary in closed form (or hyphenated), treat it as an open compound", - Unnecessary Hyphenation
5-cases-of-unnecessary-hyphenation.html," As companies become increasingly informa­tion-driven, information technology plays a pivotal role in this transformation. "," “As companies become increasingly informa­tion driven, information technology plays a pivotal role in this transformation.” (However, as alluded to in the previous discussion, hyphenate a phrasal adjective when it precedes a noun, as in “information-driven companies.”)","When a phrasal adjective follows the noun it modifies, do not hyphenate it", - Unnecessary Hyphenation
5-cases-of-unnecessary-hyphenation.html, Companies need to get up-to-speed quickly on their regulatory requirements., “Companies need to get up to speed quickly on their regulatory requirements.”,"The words in “up to speed” do not collectively modify anything, so hyphens are not required", - Unnecessary Hyphenation
5-cases-of-unnecessary-hyphenation.html," Protocols with minimal-to-no tolerance for mistakes should clearly articulate what constitutes a mistake, and how to avoid making it."," “Protocols with minimal to no tolerance for mistakes should clearly articulate what constitutes a mistake, and how to avoid making it.”","This sentence includes an unnecessarily hyphenated phrase that is incorrect for the same reason that the one in the previous example is. However, because a noun follows the phrase “minimal to no,” the phrase may be misidentified as a phrasal adjective. But  to create a single modifier", - Unnecessary Hyphenation
5-cases-of-unnecessary-hyphenation.html, Many residents were stunned by the apparently racially-inspired crime., “Many residents were stunned by the apparently racially inspired crime.”,"Adverbial phrases in which the adverb ends in , not to be confused with phrasal adjectives, are not hyphenated", - Unnecessary Hyphenation
5-categories-of-unnecessary-scare-quotes.html," Companies need to reevaluate, and perhaps “retrofit,” their existing programs."," “Companies need to reevaluate, and perhaps retrofit, their existing programs.”"," is not being used in its literal sense of “renovating to enhance structural resistance to earthquake damage,” but analogous use of the word does not require scare quotes, which are helpful only when the analogy is obscure",
5-categories-of-unnecessary-scare-quotes.html, Such a strategy must include thinking “outside the box.”, “Such a strategy must include thinking outside the box.”,"Idiomatic phrases, like single words used as nonliteral analogies, are generally understood as such and do not require special emphasis",
5-categories-of-unnecessary-scare-quotes.html, So-called “softer” impediments often require as much attention as technical hurdles.4. Information should be restricted to those individuals designated as having a “need to know.” , “Information should be restricted to those individuals designated as having a need to know.” ,"Words and phrases adopted from specialized contexts—otherwise known as jargon (such an introduction of a concept as this doesn’t merit quotation marks, either)—are either sufficiently transparent in meaning that they don’t need emphasis or definition or should be omitted in favor of clear wording; in this case, a phrase originating in the milieu of classified government documents is self-evident",
5-categories-of-unnecessary-scare-quotes.html, It is imperative to understand “what to do” as well as “what not to do.” , “It is imperative to understand what to do as well as what not to do.”,"Here, the writer invites the reader to glean the key phrases in the sentence, but the gist of the statement is obvious, and the scare quotes are distracting and not at all helpful",
5-errors-in-noun-verb-agreement.html, “Five days are too short for a vacation.”, “Five days is too short for a vacation.”,"The singular form of the verb “to be,” rather than the plural form, is appropriate here because of the context—the writer is referring to a collective unit of time consisting of five days, not to five units of time consisting of a day each", - Noun-Verb Agreement
5-errors-in-noun-verb-agreement.html, Which of the following statements best describe your situation?, “Which of the following statements best describes your situation?”,"The verb in this sentence refers not to —each of which is, in turn, being contemplated on its own, so the verb form should be singular", - Noun-Verb Agreement
5-errors-in-noun-verb-agreement.html, Each of the top five priorities identified this year are technology related. , “Each of the top five priorities identified this year is technology related.”,"Just as in the previous example, the first word in this sentence is a place-holder representing one priority. The five priorities are being considered in isolation, one at a time, so a singular verb is appropriate", - Noun-Verb Agreement
5-errors-in-noun-verb-agreement.html, We believe that a diversity among people and perspectives create high-performing organizations., “We believe that a diversity among people and perspectives creates high-performing organizations.”,", not the combination of “people and perspectives,” is the operative noun here, so the verb form should be singular", - Noun-Verb Agreement
5-errors-in-noun-verb-agreement.html," A combination of these factors, along with a number of wider digital transformation and economic trends, have focused attention on regulatory technology as a topic."," “A combination of these factors, along with a number of wider digital transformation and economic trends, has focused attention on regulatory technology as a topic.”", and the verb is irrelevant to the verb form), - Noun-Verb Agreement
5-examples-of-confused-sentences.html," Various supervisors have developed their own risk assessment methodologies independently, which are not always directly comparable."," “Various supervisors have independently developed their own risk assessment methodologies, which are not always directly comparable.”","A restrictive clause (one that starts with , in this example, to separate them", - Confused Sentences
5-examples-of-confused-sentences.html," If you’d like to read more about Smith’s beliefs, many more of them are detailed on his website."," “If you’d like to read more about Smith’s beliefs, visit his website to read many more of them.”",Many more of Smith’s beliefs are detailed on his website whether you’d like to read more about them or not. The following revision of a false conditional expresses the immutable presence of Smith’s beliefs on his website regardless of your interest in reading about them, - Confused Sentences
5-examples-of-confused-sentences.html," However, U.S. regulators go further by specifying that special due diligence is performed."," “However, U.S. regulators go further by specifying that special due diligence be performed.”","The important distinction that the action must be performed, rather than that it is being performed, is obscured by use of the wrong form of the verb", - Confused Sentences
5-examples-of-confused-sentences.html, Conventional data-management strategies used to factor in only data sources within the enterprise., “Not every rape is a gender-motivated hate crime.”,"This sentence states that at a previous time, something occurred. However, the phrase “used to” could be misunderstood to mean “employed in order to,” leading to further confusion because the sentence then appears to be incomplete, because there is no object. Alternatively, the reader might read “used to” to mean “accustomed to,” with the same result. The sentence will read unambiguously if the verb phrase is altered, as in “Conventional data-management strategies previously factored in only data sources within the enterprise.”This sentence states that of all the rapes committed, none is a gender-motivated hate crime. The statement is clumsy, but worse, it is not what the writer meant to say. The point that although some or many rapes may be committed with that motivation, others are not. That meaning is conveyed by a simple relocation of the negation", - Confused Sentences
5-examples-of-faulty-parallel-structure.html," She played at San Francisco venues such as the Avalon, the Fillmore, and Carousel Ballroom."," “the Avalon,” “the Fillmore,” and “the Carousel Ballroom.” When listed together in one sentence, the same is true: “She played at San Francisco venues such as the Avalon, the Fillmore, and the Carousel Ballroom.”","In isolation, the names of each of these venues should be preceded by ", - Faulty Parallel Structure
5-examples-of-faulty-parallel-structure.html," I’m not just upset that Mary told Jane, but also that she was so rude.", “I’m upset not just that Mary told Jane but also that she was so rude.” Note also that the comma before “but also” is unnecessary.,"The writer is upset about not only A but also B, so the verb should precede the counterpoint phrases “not just that” (the three words of which should not be interrupted by another) and “also that”", - Faulty Parallel Structure
5-examples-of-faulty-parallel-structure.html," The site does not look at opinions or predictions, but statements that the general public would be interested in knowing the truth about.", “The site looks not at opinions or predictions but at statements that the general public would be interested in knowing the truth about.”,"Just as in the previous example, the opposing phrases (in this case, “not at” and “but at”) should both follow the verb they share (in this case, , which should not intervene in the first of the two phrases)", - Faulty Parallel Structure
5-examples-of-faulty-parallel-structure.html," The website evaluates only statements that are clear, precise, and are not obviously true.","//www.dailywritingtips.com/pro/"">Click here to subscribe to our articles and grammar exercises!(adsbygoogle = window.adsbygoogle || []).push({});(adsbygoogle = window.adsbygoogle || []).push({});                                                                                                                                                         (function() {    var po = document.createElement('script'); po.type = 'text/javascript'; po.async = true;    po.src = 'https://apis.google.com/js/platform.js';    var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(po, s);  })();(function(d, s, id) {  var js, fjs = d.getElementsByTagName(s)[0];  if (d.getElementById(id)) return;  js = d.createElement(s); js.id = id;  js.src = ""//connect.facebook.net/en_US/sdk.js#xfbml=1&appId=196398940410126&version=v2.0"";  fjs.parentNode.insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));                                                  																																																																													                     	    					    	                                    	                                                				Good topic. ","Three adjectives listed in this sentence—                                    <a href=""https", - Faulty Parallel Structure
5-faulty-not-only-but-also-sentences.html, Moving to the cloud had not only improved security but had also reduced the risks they faced prior to implementation.," “Moving to the cloud had not only improved security but also reduced the risks they faced prior to implementation.” (If  is to be used twice, it should follow “not only” and, when repeated, should follow “but also”: “Moving to the cloud not only had improved security but also had reduced the risks they faced prior to implementation.”)", can be shared by both the “not only” phrase and the “but also” phrase,
5-faulty-not-only-but-also-sentences.html, They were all spending Monday night in New Hampshire—not only to get a jump on the impending storm but also on their competitors., “They were all spending Monday night in New Hampshire—to get a jump not only on the impending storm but also on their competitors.”,"This sentence is incomplete; because “not only” precedes “to get a jump,” that phrase needs to be repeated after “but also.” Or, more simply, place the noun phrase before “not only” so it can be shared with “but also”",
5-faulty-not-only-but-also-sentences.html," The Broncos had not only lost the game, but they also lost their starting quarterback.", “The Broncos had lost not only the game but also their starting quarterback.”,Because ,
5-faulty-not-only-but-also-sentences.html, The bill authorizes private entities to not only monitor their own networks for cybersecurity threats but also to share threat information with other private entities and the federal government., “The bill authorizes private entities to not only monitor their own networks for cybersecurity threats but also share threat information with other private entities and the federal government.”,"The infinitive  precedes “not only,” so it applies to “but also” as well and does not need to be repeated after that phrase",
5-faulty-not-only-but-also-sentences.html," The Rockets had not only reshaped their own fortune but, as it turned out, that of the entire NBA."," “The Rockets had reshaped not only their own fortune but also, as it turned out, that of the entire NBA.”","Because  refers to both the team’s fortune and that of the entire league, it must precede both the point phrase and the counterpoint phrase",
5-keys-to-better-sentence-flow.html, “The money was doled out in what are known as State Revolving Funds. These are pots of cash that finance each state’s drinking-water and clean-water infrastructure improvements. “," “The money was doled out in what are known as State Revolving Funds, pots of cash that finance each state’s drinking-water and clean-water infrastructure improvements.”","If a sentence constitutes a definition for a term introduced in the previous sentence, delete the subject from the defining sentence and link the two sentences",
5-keys-to-better-sentence-flow.html, “The most famous was called the Wonder Fountain. The attraction shot river water 150 feet into the air from a round pool. It drew visitors from Charlotte and beyond.”," Delete the first verb and make the noun phrase after it an appositive. Link the defining sentence to it as a parenthetical phrase, and emerge from that phrase to close with an additional phrase consisting of the final sentence shorn of its subject. The result: “The most famous, the Wonder Fountain, which shot river water 150 feet into the air from a round pool, drew visitors from Charlotte and beyond.”",This “See Dick run. See Jane run.” succession is easily folded together,
5-keys-to-better-sentence-flow.html,  “Religious or purely spiritual models are found in several faiths. They are often considered folk models because they derive from the rank-and-file citizenry.”," “Religious or purely spiritual models, often considered folk models because they derive from the rank-and-file citizenry, are found in several faiths.”","A sentence that provides additional detail about the previous sentence can often, absent its subject, be inserted into the midst of the first sentence as a parenthetical phrase",
